event_time,amount,transactions_1h,billing_country_matches,card_age_days,hour_utc,is_fraud
2024-04-20T09:00:00,93.29,6,1,659,9,0
2024-04-20T10:00:00,797.34,11,1,2103,10,0
2024-04-20T11:00:00,110.16,4,1,319,11,0
2024-04-20T12:00:00,18.37,3,1,2497,12,0
2024-04-20T13:00:00,338.5,11,1,1267,13,0
2024-04-20T14:00:00,43.03,7,1,1507,14,0
2024-04-20T15:00:00,270.42,1,1,2138,15,0
2024-04-20T16:00:00,31.67,9,1,461,16,0
2024-04-20T17:00:00,14.61,10,1,1949,17,0
2024-04-20T18:00:00,55.19,7,1,2309,18,0
2024-04-20T19:00:00,13.02,2,1,741,19,0
2024-04-20T20:00:00,607.79,4,1,1749,20,0
2024-04-20T21:00:00,169.19,8,1,912,21,0
2024-04-20T22:00:00,124.21,3,1,716,22,0
2024-04-20T23:00:00,569.19,1,1,2449,23,0
2024-04-21T00:00:00,103.3,10,1,1774,0,0
2024-04-21T01:00:00,221.33,4,1,1405,1,0
2024-04-21T02:00:00,636.26,11,1,2177,2,0
2024-04-21T03:00:00,108.85,1,1,857,3,0
2024-04-21T04:00:00,232.59,2,1,1384,4,0
2024-04-21T05:00:00,128.76,5,1,1445,5,0
2024-04-21T06:00:00,48.94,6,1,283,6,0
2024-04-21T07:00:00,473.46,12,1,1539,7,0
2024-04-21T08:00:00,474.73,11,1,540,8,0
2024-04-21T09:00:00,20.18,4,1,1472,9,0
2024-04-21T10:00:00,252.75,12,1,457,10,0
2024-04-21T11:00:00,406.97,4,1,942,11,0
2024-04-21T12:00:00,117.88,8,1,347,12,0
2024-04-21T13:00:00,415.32,1,1,687,13,0
2024-04-21T14:00:00,36.59,6,1,1977,14,0
2024-04-21T15:00:00,129.53,1,1,1553,15,0
2024-04-21T16:00:00,26.49,4,1,1915,16,0
2024-04-21T17:00:00,782.53,10,1,2033,17,0
2024-04-21T18:00:00,162.01,3,1,624,18,0
2024-04-21T19:00:00,158.48,1,1,1447,19,0
2024-04-21T20:00:00,283.76,12,1,2176,20,0
2024-04-21T21:00:00,110.63,6,1,1469,21,0
2024-04-21T22:00:00,33.28,6,1,1460,22,0
2024-04-21T23:00:00,289.01,10,1,884,23,0
2024-04-22T00:00:00,465.81,1,1,1552,0,0
2024-04-22T01:00:00,12.38,4,1,2444,1,0
2024-04-22T02:00:00,487.61,9,1,2277,2,0
2024-04-22T03:00:00,17.11,6,1,2207,3,0
2024-04-22T04:00:00,482.18,11,1,1159,4,0
2024-04-22T05:00:00,230.98,4,1,1971,5,0
2024-04-22T06:00:00,456.66,7,1,2399,6,0
2024-04-22T07:00:00,240.62,12,1,391,7,0
2024-04-22T08:00:00,517.26,11,1,658,8,0
2024-04-22T09:00:00,72.28,2,1,747,9,0
2024-04-22T10:00:00,17.97,7,1,1720,10,0
2024-04-22T11:00:00,160.02,4,0,2283,11,0
2024-04-22T12:00:00,180.46,10,1,531,12,0
2024-04-22T13:00:00,340.3,7,1,1364,13,0
2024-04-22T14:00:00,10.82,5,1,1512,14,0
2024-04-22T15:00:00,306.32,7,1,1711,15,0
2024-04-22T16:00:00,121.78,8,1,336,16,0
2024-04-22T17:00:00,724.98,8,1,253,17,0
2024-04-22T18:00:00,125.97,8,1,2193,18,0
2024-04-22T19:00:00,24.57,5,1,84,19,0
2024-04-22T20:00:00,18.03,1,0,1588,20,0
2024-04-22T21:00:00,16.94,5,1,2112,21,0
2024-04-22T22:00:00,62.77,11,1,1958,22,0
2024-04-22T23:00:00,70.81,8,1,2026,23,0
2024-04-23T00:00:00,136.27,5,1,580,0,0
2024-04-23T01:00:00,16.91,8,1,1562,1,0
2024-04-23T02:00:00,458.42,1,1,587,2,0
2024-04-23T03:00:00,758.16,3,1,607,3,0
2024-04-23T04:00:00,16.73,7,1,2325,4,0
2024-04-23T05:00:00,295.44,9,1,1222,5,0
2024-04-23T06:00:00,343.82,8,1,632,6,0
2024-04-23T07:00:00,73.42,1,1,219,7,0
2024-04-23T08:00:00,377.0,7,1,747,8,0
2024-04-23T09:00:00,116.04,7,1,127,9,0
2024-04-23T10:00:00,253.28,8,1,2485,10,0
2024-04-23T11:00:00,23.96,6,1,1403,11,0
2024-04-23T12:00:00,23.46,8,1,917,12,0
2024-04-23T13:00:00,286.95,10,1,2017,13,0
2024-04-23T14:00:00,182.31,8,1,2151,14,0
2024-04-23T15:00:00,12.97,11,1,2014,15,0
2024-04-23T16:00:00,10.75,12,1,528,16,0
2024-04-23T17:00:00,57.76,8,0,2370,17,0
2024-04-23T18:00:00,87.1,3,1,2473,18,0
2024-04-23T19:00:00,108.42,6,1,2408,19,0
2024-04-23T20:00:00,439.53,2,1,909,20,0
2024-04-23T21:00:00,56.62,2,1,731,21,0
2024-04-23T22:00:00,36.15,2,1,1236,22,0
2024-04-23T23:00:00,75.28,6,1,1550,23,0
2024-04-24T00:00:00,46.18,5,1,2310,0,0
2024-04-24T01:00:00,270.54,9,1,291,1,0
2024-04-24T02:00:00,254.94,9,1,1648,2,0
2024-04-24T03:00:00,399.19,8,1,52,3,0
2024-04-24T04:00:00,19.98,4,1,584,4,0
2024-04-24T05:00:00,46.72,12,0,1813,5,0
2024-04-24T06:00:00,107.73,7,0,1895,6,0
2024-04-24T07:00:00,124.72,8,1,1148,7,0
2024-04-24T08:00:00,19.23,11,1,1179,8,0
2024-04-24T09:00:00,14.18,11,1,888,9,0
2024-04-24T10:00:00,211.83,4,1,2111,10,0
2024-04-24T11:00:00,208.34,6,1,1310,11,0
2024-04-24T12:00:00,398.68,3,1,479,12,0
2024-04-24T13:00:00,796.18,8,1,1958,13,0
2024-04-24T14:00:00,96.58,1,1,417,14,0
2024-04-24T15:00:00,894.41,2,1,238,15,0
2024-04-24T16:00:00,488.83,10,1,1683,16,0
2024-04-24T17:00:00,11.25,3,1,269,17,0
2024-04-24T18:00:00,11.31,2,1,1966,18,0
2024-04-24T19:00:00,22.7,12,1,1116,19,0
2024-04-24T20:00:00,363.83,10,1,360,20,0
2024-04-24T21:00:00,76.12,3,1,138,21,0
2024-04-24T22:00:00,9.05,7,1,442,22,0
2024-04-24T23:00:00,935.34,2,1,869,23,0
2024-04-25T00:00:00,136.91,1,0,1301,0,0
2024-04-25T01:00:00,23.09,7,1,728,1,0
2024-04-25T02:00:00,342.83,7,1,551,2,0
2024-04-25T03:00:00,87.66,2,0,2216,3,0
2024-04-25T04:00:00,29.45,2,1,2339,4,0
2024-04-25T05:00:00,158.99,9,1,888,5,0
2024-04-25T06:00:00,552.4,2,1,2428,6,0
2024-04-25T07:00:00,13.59,7,1,2154,7,0
2024-04-25T08:00:00,193.09,5,1,2320,8,0
2024-04-25T09:00:00,23.11,8,1,2252,9,0
2024-04-25T10:00:00,840.85,9,1,1933,10,0
2024-04-25T11:00:00,951.69,3,0,1439,11,0
2024-04-25T12:00:00,547.15,2,0,795,12,0
2024-04-25T13:00:00,13.48,4,1,515,13,0
2024-04-25T14:00:00,87.48,2,0,1990,14,0
2024-04-25T15:00:00,232.39,6,1,2450,15,0
2024-04-25T16:00:00,252.52,7,1,71,16,0
2024-04-25T17:00:00,703.09,9,1,370,17,0
2024-04-25T18:00:00,623.42,10,1,331,18,0
2024-04-25T19:00:00,62.16,11,1,1067,19,0
2024-04-25T20:00:00,405.17,8,1,1781,20,0
2024-04-25T21:00:00,14.35,3,1,1397,21,0
2024-04-25T22:00:00,355.3,5,0,1457,22,0
2024-04-25T23:00:00,50.72,3,1,2435,23,0
2024-04-26T00:00:00,50.12,8,1,2166,0,0
2024-04-26T01:00:00,75.86,4,1,2089,1,0
2024-04-26T02:00:00,77.6,4,1,1727,2,0
2024-04-26T03:00:00,79.53,3,1,1900,3,0
2024-04-26T04:00:00,250.31,11,1,2292,4,0
2024-04-26T05:00:00,544.13,8,1,58,5,0
2024-04-26T06:00:00,21.36,7,1,611,6,0
2024-04-26T07:00:00,44.85,6,1,1822,7,0
2024-04-26T08:00:00,10.21,2,1,468,8,0
2024-04-26T09:00:00,791.76,10,1,2277,9,0
2024-04-26T10:00:00,16.74,5,1,1125,10,0
2024-04-26T11:00:00,41.02,2,1,1145,11,0
2024-04-26T12:00:00,54.59,12,1,858,12,0
2024-04-26T13:00:00,148.1,3,1,2196,13,0
2024-04-26T14:00:00,83.74,5,1,872,14,0
2024-04-26T15:00:00,37.9,2,1,1050,15,0
2024-04-26T16:00:00,839.36,12,1,678,16,0
2024-04-26T17:00:00,17.19,3,1,2017,17,0
2024-04-26T18:00:00,212.46,10,1,983,18,0
2024-04-26T19:00:00,400.17,7,1,191,19,0
2024-04-26T20:00:00,22.71,9,1,176,20,0
2024-04-26T21:00:00,827.77,5,1,1664,21,0
2024-04-26T22:00:00,160.53,3,1,394,22,0
2024-04-26T23:00:00,129.86,6,1,1943,23,0
2024-04-27T00:00:00,667.16,8,0,2079,0,0
2024-04-27T01:00:00,907.07,3,1,1084,1,0
2024-04-27T02:00:00,72.83,6,1,2194,2,0
2024-04-27T03:00:00,336.87,2,1,2474,3,0
2024-04-27T04:00:00,26.16,5,1,851,4,0
2024-04-27T05:00:00,103.01,6,1,204,5,0
2024-04-27T06:00:00,155.97,9,1,564,6,0
2024-04-27T07:00:00,195.52,9,1,386,7,0
2024-04-27T08:00:00,618.3,1,1,103,8,0
2024-04-27T09:00:00,301.38,8,1,1594,9,0
2024-04-27T10:00:00,644.13,2,1,260,10,0
2024-04-27T11:00:00,296.75,12,1,1743,11,0
2024-04-27T12:00:00,45.24,5,0,1749,12,0
2024-04-27T13:00:00,75.96,11,1,1204,13,0
2024-04-27T14:00:00,710.43,9,1,1097,14,0
2024-04-27T15:00:00,107.37,3,1,2236,15,0
2024-04-27T16:00:00,366.17,1,1,844,16,0
2024-04-27T17:00:00,14.36,12,1,2336,17,0
2024-04-27T18:00:00,527.05,10,1,1894,18,0
2024-04-27T19:00:00,110.46,7,1,2410,19,0
2024-04-27T20:00:00,295.54,4,0,1729,20,0
2024-04-27T21:00:00,12.41,4,0,2336,21,0
2024-04-27T22:00:00,358.66,8,0,1481,22,0
2024-04-27T23:00:00,44.55,5,1,1941,23,0
2024-04-28T00:00:00,11.84,1,1,2104,0,0
2024-04-28T01:00:00,69.54,10,1,720,1,0
2024-04-28T02:00:00,483.74,2,1,1841,2,0
2024-04-28T03:00:00,358.93,5,1,693,3,0
2024-04-28T04:00:00,397.33,11,1,1504,4,0
2024-04-28T05:00:00,163.32,11,1,1556,5,0
2024-04-28T06:00:00,23.95,5,1,2486,6,0
2024-04-28T07:00:00,130.54,8,1,1122,7,0
2024-04-28T08:00:00,13.69,4,1,913,8,0
2024-04-28T09:00:00,178.94,11,1,2174,9,0
2024-04-28T10:00:00,29.99,7,1,2129,10,0
2024-04-28T11:00:00,809.03,4,1,1814,11,0
2024-04-28T12:00:00,591.37,10,0,1069,12,0
2024-04-28T13:00:00,517.42,6,1,1130,13,0
2024-04-28T14:00:00,9.41,6,1,467,14,0
2024-04-28T15:00:00,56.34,5,1,1135,15,0
2024-04-28T16:00:00,11.11,2,0,923,16,0
2024-04-28T17:00:00,83.14,9,1,1380,17,0
2024-04-28T18:00:00,25.96,6,1,1497,18,0
2024-04-28T19:00:00,282.37,9,1,1,19,0
2024-04-28T20:00:00,1003.75,10,0,172,20,0
2024-04-28T21:00:00,116.77,10,1,1956,21,0
2024-04-28T22:00:00,22.32,4,1,1376,22,0
2024-04-28T23:00:00,30.06,1,1,1006,23,0
2024-05-01T00:00:00,22.9,11,0,726,0,0
2024-05-01T01:00:00,11.42,1,1,881,1,0
2024-05-01T02:00:00,113.49,5,1,921,2,0
2024-05-01T03:00:00,543.85,7,1,895,3,0
2024-05-01T04:00:00,125.88,1,1,1458,4,0
2024-05-01T05:00:00,564.8,6,1,1877,5,0
2024-05-01T06:00:00,106.67,2,0,2321,6,0
2024-05-01T07:00:00,1005.72,5,1,1600,7,0
2024-05-01T08:00:00,14.79,3,0,142,8,0
2024-05-01T09:00:00,45.32,5,1,2199,9,0
2024-05-01T10:00:00,35.25,1,1,2366,10,0
2024-05-01T11:00:00,657.95,3,1,1039,11,0
2024-05-01T12:00:00,47.45,3,1,346,12,0
2024-05-01T13:00:00,46.43,1,1,2004,13,0
2024-05-01T14:00:00,22.2,4,1,808,14,0
2024-05-01T15:00:00,174.47,1,1,180,15,0
2024-05-01T16:00:00,452.56,2,1,1585,16,0
2024-05-01T17:00:00,211.74,12,1,884,17,0
2024-05-01T18:00:00,730.12,2,1,348,18,0
2024-05-01T19:00:00,11.97,6,1,2043,19,0
2024-05-01T20:00:00,151.98,2,1,1832,20,0
2024-05-01T21:00:00,24.3,10,1,718,21,0
2024-05-01T22:00:00,246.1,10,1,299,22,0
2024-05-01T23:00:00,10.33,8,1,298,23,0
2024-05-02T00:00:00,77.06,8,1,194,0,0
2024-05-02T01:00:00,9.74,3,1,2191,1,0
2024-05-02T02:00:00,272.57,11,0,836,2,1
2024-05-02T03:00:00,16.78,1,1,1930,3,0
2024-05-02T04:00:00,656.85,2,1,112,4,0
2024-05-02T05:00:00,296.51,2,1,2174,5,0
2024-05-02T06:00:00,10.06,1,1,708,6,0
2024-05-02T07:00:00,141.66,6,1,338,7,0
2024-05-02T08:00:00,848.5,6,1,2048,8,0
2024-05-02T09:00:00,817.55,9,1,484,9,0
2024-05-02T10:00:00,17.81,8,1,910,10,0
2024-05-02T11:00:00,186.38,9,1,890,11,0
2024-05-02T12:00:00,129.19,8,1,2176,12,0
2024-05-02T13:00:00,479.24,12,1,1380,13,0
2024-05-02T14:00:00,38.35,10,1,1686,14,0
2024-05-02T15:00:00,40.58,1,1,530,15,0
2024-05-02T16:00:00,326.07,3,1,1037,16,0
2024-05-02T17:00:00,45.04,2,1,467,17,0
2024-05-02T18:00:00,27.79,5,1,847,18,0
2024-05-02T19:00:00,774.9,9,1,1181,19,0
2024-05-02T20:00:00,111.68,3,0,791,20,0
2024-05-02T21:00:00,49.75,12,1,2318,21,0
2024-05-02T22:00:00,14.31,2,1,1028,22,0
2024-05-02T23:00:00,274.2,3,1,2180,23,0
2024-05-03T00:00:00,52.06,11,1,825,0,0
2024-05-03T01:00:00,23.72,1,1,2296,1,0
2024-05-03T02:00:00,11.16,2,1,1591,2,0
2024-05-03T03:00:00,685.54,5,1,836,3,0
2024-05-03T04:00:00,415.76,1,1,1490,4,0
2024-05-03T05:00:00,817.32,3,1,1507,5,0
2024-05-03T06:00:00,278.89,12,1,1454,6,0
2024-05-03T07:00:00,229.31,5,1,2309,7,0
2024-05-03T08:00:00,178.11,9,1,593,8,0
2024-05-03T09:00:00,807.88,6,1,1005,9,0
2024-05-03T10:00:00,67.73,3,1,345,10,0
2024-05-03T11:00:00,35.81,4,1,991,11,0
2024-05-03T12:00:00,461.59,5,1,1207,12,0
2024-05-03T13:00:00,432.08,10,1,437,13,0
2024-05-03T14:00:00,396.3,6,1,2380,14,0
2024-05-03T15:00:00,126.26,5,1,1922,15,0
2024-05-03T16:00:00,28.89,11,1,622,16,0
2024-05-03T17:00:00,9.77,10,1,336,17,0
2024-05-03T18:00:00,36.78,2,1,1339,18,0
2024-05-03T19:00:00,18.89,10,1,1373,19,0
2024-05-03T20:00:00,542.75,1,1,1405,20,0
2024-05-03T21:00:00,37.04,5,1,441,21,0
2024-05-03T22:00:00,66.18,8,1,1615,22,0
2024-05-03T23:00:00,99.09,6,1,774,23,0
2024-05-04T00:00:00,63.9,11,1,439,0,0
2024-05-04T01:00:00,1045.75,9,1,1978,1,0
2024-05-04T02:00:00,85.38,1,1,1549,2,0
2024-05-04T03:00:00,195.44,11,1,625,3,0
2024-05-04T04:00:00,111.63,6,1,1209,4,0
2024-05-04T05:00:00,245.64,1,1,947,5,0
2024-05-04T06:00:00,729.46,7,1,1561,6,0
2024-05-04T07:00:00,19.0,3,1,1372,7,0
2024-05-04T08:00:00,113.51,9,1,601,8,0
2024-05-04T09:00:00,65.01,12,1,96,9,0
2024-05-04T10:00:00,570.13,6,1,2155,10,0
2024-05-04T11:00:00,162.51,4,1,46,11,0
2024-05-04T12:00:00,18.03,3,1,158,12,0
2024-05-04T13:00:00,69.19,11,0,978,13,0
2024-05-04T14:00:00,42.46,11,1,2182,14,0
2024-05-04T15:00:00,32.71,9,1,1380,15,0
2024-05-04T16:00:00,193.37,3,1,38,16,0
2024-05-04T17:00:00,34.53,10,1,2178,17,0
2024-05-04T18:00:00,209.53,12,1,1490,18,0
2024-05-04T19:00:00,10.3,12,1,1828,19,0
2024-05-04T20:00:00,180.28,1,1,73,20,0
2024-05-04T21:00:00,447.26,4,1,1865,21,0
2024-05-04T22:00:00,197.82,3,1,1932,22,0
2024-05-04T23:00:00,26.04,2,1,1261,23,0
2024-05-05T00:00:00,9.61,6,1,1865,0,0
2024-05-05T01:00:00,258.79,1,1,1301,1,0
2024-05-05T02:00:00,251.24,12,1,674,2,0
2024-05-05T03:00:00,21.59,7,1,668,3,0
2024-05-05T04:00:00,38.25,1,1,952,4,0
2024-05-05T05:00:00,917.68,9,1,427,5,0
2024-05-05T06:00:00,46.79,2,1,1909,6,0
2024-05-05T07:00:00,46.07,6,1,1874,7,0
2024-05-05T08:00:00,56.22,8,1,2240,8,0
2024-05-05T09:00:00,37.9,10,1,1208,9,0
2024-05-05T10:00:00,445.62,1,1,137,10,0
2024-05-05T11:00:00,149.08,5,1,821,11,0
2024-05-05T12:00:00,221.28,5,1,487,12,0
2024-05-05T13:00:00,126.13,1,1,948,13,0
2024-05-05T14:00:00,107.93,7,1,284,14,0
2024-05-05T15:00:00,18.8,1,1,2209,15,0
2024-05-05T16:00:00,115.26,9,1,1385,16,0
2024-05-05T17:00:00,400.97,3,1,757,17,0
2024-05-05T18:00:00,1082.15,1,1,1098,18,0
2024-05-05T19:00:00,75.63,9,1,1633,19,0
2024-05-05T20:00:00,411.85,4,1,396,20,0
2024-05-05T21:00:00,343.27,7,1,1538,21,0
2024-05-05T22:00:00,29.97,2,1,356,22,0
2024-05-05T23:00:00,136.92,9,1,1643,23,0
2024-05-06T00:00:00,494.89,7,1,2376,0,0
2024-05-06T01:00:00,574.81,7,1,1199,1,0
2024-05-06T02:00:00,650.99,6,1,1511,2,0
2024-05-06T03:00:00,80.86,2,1,922,3,0
2024-05-06T04:00:00,660.87,1,1,1326,4,0
2024-05-06T05:00:00,157.4,9,1,1768,5,0
2024-05-06T06:00:00,284.98,6,1,2357,6,0
2024-05-06T07:00:00,43.87,1,1,646,7,0
2024-05-06T08:00:00,542.72,9,0,1712,8,0
2024-05-06T09:00:00,36.15,10,1,1880,9,0
2024-05-06T10:00:00,504.13,2,1,1489,10,0
2024-05-06T11:00:00,75.26,5,1,77,11,0
2024-05-06T12:00:00,64.06,4,1,760,12,0
2024-05-06T13:00:00,124.05,3,1,160,13,0
2024-05-06T14:00:00,40.63,1,1,1028,14,0
2024-05-06T15:00:00,177.59,12,1,841,15,0
2024-05-06T16:00:00,10.09,2,1,1973,16,0
2024-05-06T17:00:00,204.44,4,1,345,17,0
2024-05-06T18:00:00,199.14,5,1,774,18,0
2024-05-06T19:00:00,295.56,6,0,205,19,0
2024-05-06T20:00:00,956.57,5,1,904,20,0
2024-05-06T21:00:00,450.38,3,1,477,21,0
2024-05-06T22:00:00,223.92,5,1,870,22,0
2024-05-06T23:00:00,38.26,5,1,497,23,0
2024-05-07T00:00:00,21.51,7,1,1684,0,0
2024-05-07T01:00:00,134.48,4,1,288,1,0
2024-05-07T02:00:00,39.85,11,1,467,2,0
2024-05-07T03:00:00,559.46,8,1,773,3,0
2024-05-07T04:00:00,913.3,6,1,647,4,0
2024-05-07T05:00:00,280.06,7,1,229,5,0
2024-05-07T06:00:00,141.2,1,1,1974,6,0
2024-05-07T07:00:00,214.87,12,1,1744,7,0
2024-05-07T08:00:00,711.3,11,1,35,8,0
2024-05-07T09:00:00,76.2,8,1,1364,9,0
2024-05-07T10:00:00,68.69,6,1,1978,10,0
2024-05-07T11:00:00,428.6,3,1,2335,11,0
2024-05-07T12:00:00,19.39,10,1,291,12,0
2024-05-07T13:00:00,682.42,8,1,39,13,0
2024-05-07T14:00:00,129.35,2,1,1976,14,0
2024-05-07T15:00:00,1052.15,7,0,1174,15,0
2024-05-07T16:00:00,19.33,3,0,1655,16,0
2024-05-07T17:00:00,320.38,10,0,2070,17,0
2024-05-07T18:00:00,538.66,9,1,112,18,0
2024-05-07T19:00:00,10.44,2,1,961,19,0
2024-05-07T20:00:00,32.77,9,1,1271,20,0
2024-05-07T21:00:00,46.45,5,1,145,21,0
2024-05-07T22:00:00,23.95,6,1,1388,22,0
2024-05-07T23:00:00,14.46,11,1,2419,23,0
2024-05-08T00:00:00,156.79,5,0,1161,0,0
2024-05-08T01:00:00,38.06,1,1,1635,1,0
2024-05-08T02:00:00,18.87,3,1,2055,2,0
2024-05-08T03:00:00,189.03,4,1,1655,3,0
2024-05-08T04:00:00,17.82,7,1,873,4,0
2024-05-08T05:00:00,9.86,8,1,1544,5,0
2024-05-08T06:00:00,126.68,11,1,1707,6,0
2024-05-08T07:00:00,17.79,2,1,864,7,0
2024-05-08T08:00:00,152.05,6,1,798,8,0
2024-05-08T09:00:00,9.45,9,1,613,9,0
2024-05-08T10:00:00,69.38,9,1,730,10,0
2024-05-08T11:00:00,564.0,4,1,1418,11,0
2024-05-08T12:00:00,69.01,8,1,1888,12,0
2024-05-08T13:00:00,76.7,7,1,69,13,0
2024-05-08T14:00:00,19.85,5,1,2421,14,0
2024-05-08T15:00:00,24.98,1,1,1975,15,0
2024-05-08T16:00:00,809.97,10,0,1274,16,0
2024-05-08T17:00:00,261.83,10,1,301,17,0
2024-05-08T18:00:00,262.57,3,1,682,18,0
2024-05-08T19:00:00,98.31,6,1,1706,19,0
2024-05-08T20:00:00,130.08,5,1,2012,20,0
2024-05-08T21:00:00,137.86,10,0,1944,21,0
2024-05-08T22:00:00,109.33,9,0,2417,22,0
2024-05-08T23:00:00,38.85,11,1,643,23,0
2024-05-09T00:00:00,77.64,2,1,2393,0,0
2024-05-09T01:00:00,30.19,2,1,1994,1,0
2024-05-09T02:00:00,214.29,6,1,2428,2,0
2024-05-09T03:00:00,65.96,10,1,2328,3,0
2024-05-09T04:00:00,103.48,3,1,2479,4,0
2024-05-09T05:00:00,13.09,6,1,1103,5,0
2024-05-09T06:00:00,56.83,9,1,15,6,0
2024-05-09T07:00:00,61.9,12,1,1102,7,0
2024-05-09T08:00:00,11.73,10,1,1909,8,0
2024-05-09T09:00:00,73.24,4,1,2026,9,0
2024-05-09T10:00:00,162.75,4,1,1634,10,0
2024-05-09T11:00:00,733.79,11,1,2453,11,0
2024-05-09T12:00:00,16.43,3,1,325,12,0
2024-05-09T13:00:00,26.04,12,1,549,13,0
2024-05-09T14:00:00,895.73,8,0,2091,14,0
2024-05-09T15:00:00,73.88,5,1,1590,15,0
2024-05-09T16:00:00,78.57,2,1,17,16,0
2024-05-09T17:00:00,53.22,2,1,973,17,0
2024-05-09T18:00:00,68.51,12,1,980,18,0
2024-05-09T19:00:00,97.16,2,1,1168,19,0
2024-05-09T20:00:00,19.78,4,1,68,20,0
2024-05-09T21:00:00,12.7,9,1,201,21,0
2024-05-09T22:00:00,24.73,11,1,1180,22,0
2024-05-09T23:00:00,582.8,10,1,2175,23,0
2024-05-10T00:00:00,814.89,6,1,1492,0,0
2024-05-10T01:00:00,149.97,9,1,677,1,0
2024-05-10T02:00:00,78.75,7,1,2202,2,0
2024-05-10T03:00:00,30.29,10,1,2113,3,0
2024-05-10T04:00:00,60.0,3,1,2262,4,0
2024-05-10T05:00:00,77.14,9,1,2270,5,0
2024-05-10T06:00:00,74.48,1,1,271,6,0
2024-05-10T07:00:00,121.57,5,1,980,7,0
2024-05-10T08:00:00,37.23,1,1,2434,8,0
2024-05-10T09:00:00,196.4,4,1,1511,9,0
2024-05-10T10:00:00,880.48,1,1,1880,10,0
2024-05-10T11:00:00,904.64,7,1,1927,11,0
2024-05-10T12:00:00,901.54,10,1,851,12,0
2024-05-10T13:00:00,39.16,10,1,511,13,0
2024-05-10T14:00:00,159.36,9,1,1608,14,0
2024-05-10T15:00:00,53.3,5,1,1593,15,0
2024-05-10T16:00:00,42.26,9,1,1315,16,0
2024-05-10T17:00:00,753.4,8,1,1833,17,0
2024-05-10T18:00:00,11.91,9,1,1564,18,0
2024-05-10T19:00:00,279.25,7,1,2352,19,0
2024-05-10T20:00:00,25.0,5,1,25,20,0
2024-05-10T21:00:00,572.63,6,1,798,21,0
2024-05-10T22:00:00,578.91,6,1,1295,22,0
2024-05-10T23:00:00,164.3,4,1,427,23,0
2024-05-11T00:00:00,491.04,7,1,773,0,0
2024-05-11T01:00:00,121.77,11,1,2178,1,0
2024-05-11T02:00:00,33.25,3,1,634,2,0
2024-05-11T03:00:00,18.43,4,1,1105,3,0
2024-05-11T04:00:00,34.68,6,1,271,4,0
2024-05-11T05:00:00,364.6,11,1,1618,5,0
2024-05-11T06:00:00,157.03,7,1,127,6,0
2024-05-11T07:00:00,10.46,3,1,832,7,0
2024-05-11T08:00:00,131.21,4,0,1558,8,0
2024-05-11T09:00:00,646.85,11,1,630,9,0
2024-05-11T10:00:00,26.0,12,1,1156,10,0
2024-05-11T11:00:00,9.58,7,1,2161,11,0
2024-05-11T12:00:00,41.6,4,1,2011,12,0
2024-05-11T13:00:00,102.42,5,1,194,13,0
2024-05-11T14:00:00,135.35,5,1,1439,14,0
2024-05-11T15:00:00,491.68,8,1,2076,15,0
2024-05-11T16:00:00,131.57,5,1,1513,16,0
2024-05-11T17:00:00,196.72,10,1,850,17,0
2024-05-11T18:00:00,76.7,4,1,904,18,0
2024-05-11T19:00:00,655.52,8,1,1874,19,0
2024-05-11T20:00:00,39.72,4,1,2409,20,0
2024-05-11T21:00:00,11.99,7,1,980,21,0
2024-05-11T22:00:00,11.14,9,1,2183,22,0
2024-05-11T23:00:00,172.09,2,1,1873,23,0
2024-05-12T00:00:00,444.55,8,1,165,0,0
2024-05-12T01:00:00,606.69,2,1,412,1,0
2024-05-12T02:00:00,12.93,3,1,1419,2,0
2024-05-12T03:00:00,606.72,5,1,957,3,0
2024-05-12T04:00:00,28.19,5,0,1626,4,0
2024-05-12T05:00:00,70.78,1,1,627,5,0
2024-05-12T06:00:00,165.67,2,0,1312,6,0
2024-05-12T07:00:00,27.81,4,1,563,7,0
2024-05-12T08:00:00,80.99,10,1,647,8,0
2024-05-12T09:00:00,179.8,12,1,423,9,0
2024-05-12T10:00:00,11.18,6,1,130,10,0
2024-05-12T11:00:00,392.48,5,1,246,11,0
2024-05-12T12:00:00,85.49,8,1,603,12,0
2024-05-12T13:00:00,12.65,11,1,1243,13,0
2024-05-12T14:00:00,17.02,5,1,934,14,0
2024-05-12T15:00:00,1000.51,6,0,561,15,0
2024-05-12T16:00:00,843.56,5,1,2129,16,0
2024-05-12T17:00:00,295.92,8,1,86,17,0
2024-05-12T18:00:00,1090.8,2,1,761,18,0
2024-05-12T19:00:00,304.68,6,1,312,19,0
2024-05-12T20:00:00,718.85,5,1,1509,20,0
2024-05-12T21:00:00,224.27,12,1,21,21,0
2024-05-12T22:00:00,915.0,7,1,2343,22,0
2024-05-12T23:00:00,97.76,10,1,2145,23,0
2024-05-13T00:00:00,787.32,11,1,598,0,0
2024-05-13T01:00:00,1070.78,2,0,688,1,0
2024-05-13T02:00:00,171.98,1,1,568,2,0
2024-05-13T03:00:00,102.39,12,0,1704,3,0
2024-05-13T04:00:00,747.52,11,1,475,4,0
2024-05-13T05:00:00,41.09,3,1,587,5,0
2024-05-13T06:00:00,82.66,8,1,1998,6,0
2024-05-13T07:00:00,838.67,11,1,1133,7,0
2024-05-13T08:00:00,43.64,9,1,1924,8,0
2024-05-13T09:00:00,458.72,11,1,1898,9,0
