listing_date,sqft,bedrooms,age_years,distance_km,school_score,renovated,sale_price
2024-12-15,1073,1,79,20.64,5.1,0,256401.19
2024-12-15,1347,2,10,2.9,9.1,0,495648.98
2024-12-16,1601,3,0,8.94,6.5,0,527808.02
2024-12-16,985,1,43,24.54,9.1,0,352055.28
2024-12-16,2321,4,20,25.22,7.7,0,676435.04
2024-12-17,1781,2,61,16.98,6.0,1,505659.18
2024-12-17,2120,4,6,23.08,7.8,0,657311.7
2024-12-17,3023,5,53,17.83,3.9,0,764385.61
2024-12-18,1564,3,48,14.32,5.9,1,485800.67
2024-12-18,960,1,32,21.91,6.4,0,330812.04
2024-12-18,2137,3,1,26.08,4.7,1,636992.11
2024-12-19,3184,5,40,1.06,4.1,0,844000.41
2024-12-19,1986,3,2,18.05,9.3,0,658781.51
2024-12-19,1241,2,12,1.21,5.2,0,438583.55
2024-12-20,1310,3,14,18.68,4.3,0,408866.31
2024-12-20,2568,4,17,4.74,6.6,0,752739.17
2024-12-20,1419,2,82,14.66,7.3,0,370129.08
2024-12-21,1876,3,21,6.06,9.2,0,656546.95
2024-12-21,1828,3,59,2.21,8.4,0,576129.37
2024-12-21,2992,4,74,1.53,8.3,0,814859.59
2024-12-22,2717,4,67,19.7,5.5,0,674725.15
2024-12-22,3059,4,36,17.33,8.2,0,858601.24
2024-12-22,2635,4,81,15.91,4.1,0,655428.0
2024-12-23,1012,1,22,23.16,4.1,0,293825.97
2024-12-23,3133,5,74,6.66,5.7,1,882121.55
2024-12-23,886,1,61,26.75,7.2,0,290277.52
2024-12-24,1137,2,82,10.19,7.4,0,371124.21
2024-12-24,1091,2,11,18.3,8.5,0,430448.79
2024-12-24,1768,3,26,3.55,4.2,0,523056.84
2024-12-25,2806,4,82,10.49,5.8,0,749896.19
2024-12-25,2345,4,48,8.41,4.1,0,636011.61
2024-12-25,636,1,49,4.57,8.8,1,340222.66
2024-12-26,2044,3,11,25.64,5.4,0,586395.09
2024-12-26,1537,2,17,1.16,6.4,0,537461.8
2024-12-26,694,1,75,12.9,5.4,0,234093.32
2024-12-27,1804,2,20,5.93,6.0,0,557299.91
2024-12-27,1189,2,33,7.37,5.6,0,440795.89
2024-12-27,1043,1,44,22.42,3.6,1,300197.98
2024-12-28,1435,2,6,17.83,7.3,1,510845.7
2024-12-28,1156,2,74,3.32,8.1,0,388768.54
2024-12-28,1270,3,51,8.5,8.1,0,442301.78
2025-01-01,1278,2,25,24.97,4.7,0,397059.9
2025-01-01,1926,2,40,23.25,7.9,0,558461.8
2025-01-01,2663,3,65,7.08,4.8,0,657285.97
2025-01-02,891,2,7,12.37,4.2,0,354461.89
2025-01-02,2621,4,65,16.76,9.6,0,727783.54
2025-01-02,775,1,68,24.7,9.5,0,263106.42
2025-01-03,2245,3,44,20.81,5.7,0,575072.89
2025-01-03,2282,3,5,4.99,8.8,0,713619.3
2025-01-03,1817,3,37,16.8,3.8,0,487960.2
2025-01-04,3061,5,2,16.1,6.9,0,862719.59
2025-01-04,2841,5,46,16.9,4.5,0,735263.9
2025-01-04,1248,2,41,27.25,3.9,0,315769.68
2025-01-05,3108,4,31,19.46,5.0,0,791507.53
2025-01-05,3064,4,25,13.47,3.6,0,780987.18
2025-01-05,2786,5,1,20.37,4.4,0,792772.59
2025-01-06,2518,4,60,8.09,8.4,0,761303.37
2025-01-06,2120,3,78,27.12,4.1,0,511657.36
2025-01-06,1886,3,30,7.38,6.5,0,573814.57
2025-01-07,2369,4,1,3.65,8.9,0,825124.31
2025-01-07,2714,5,14,18.57,9.7,1,878449.14
2025-01-07,1957,3,83,11.43,9.4,0,606168.08
2025-01-08,2169,4,15,12.72,4.8,0,625609.99
2025-01-08,2345,3,22,2.41,3.6,0,657001.86
2025-01-08,2947,5,53,23.79,8.2,0,831532.65
2025-01-09,2428,4,17,6.95,7.5,0,739789.09
2025-01-09,2266,3,57,19.59,4.4,0,555425.57
2025-01-09,569,1,33,4.79,3.6,0,243366.25
2025-01-10,3087,5,10,0.99,7.4,1,987320.98
2025-01-10,967,2,24,18.41,7.3,1,391881.87
2025-01-10,3193,5,0,4.2,6.3,0,911141.68
2025-01-11,1419,3,30,18.82,8.1,0,478288.08
2025-01-11,2849,5,65,20.13,8.6,0,788311.19
2025-01-11,2497,4,8,21.44,7.5,0,740181.74
2025-01-12,998,1,44,5.16,7.6,0,374409.35
2025-01-12,1479,3,38,8.39,3.7,0,426649.05
2025-01-12,1389,3,67,0.67,8.8,0,474807.72
2025-01-13,695,1,34,20.74,7.2,0,292619.27
2025-01-13,1807,2,73,14.94,8.7,0,536956.08
2025-01-13,2756,4,35,10.64,7.4,1,820070.12
2025-01-14,2505,4,23,17.65,9.2,0,748522.98
2025-01-14,595,1,35,7.24,9.6,0,330504.48
2025-01-14,2824,5,33,16.71,6.6,0,759507.5
2025-01-15,2755,5,6,7.18,8.9,0,862747.71
2025-01-15,2753,4,55,24.45,7.4,0,760914.42
2025-01-15,1781,2,24,21.48,9.3,0,528059.0
2025-01-16,2115,3,39,9.01,8.6,0,665518.64
2025-01-16,1482,2,57,20.96,5.6,0,393580.4
2025-01-16,905,2,22,0.74,9.2,1,459060.58
2025-01-17,1447,3,14,12.03,5.5,1,520278.12
2025-01-17,2051,3,50,16.93,9.2,0,647802.2
2025-01-17,1472,3,29,24.44,5.4,0,439317.27
2025-01-18,1301,2,38,21.01,6.4,0,413428.52
2025-01-18,1425,1,1,13.21,4.5,0,410916.26
2025-01-18,2655,4,58,7.77,4.0,1,738417.4
2025-01-19,1463,2,0,11.26,7.4,0,505929.16
2025-01-19,683,1,70,2.88,8.8,0,274323.83
2025-01-19,1862,4,45,2.36,6.2,0,581603.48
2025-01-20,1280,1,35,15.38,5.3,0,380585.15
2025-01-20,2811,5,72,12.15,4.7,0,744015.84
2025-01-20,2774,4,40,25.95,4.6,0,710017.74
2025-01-21,2172,3,69,17.73,5.8,1,613095.58
2025-01-21,641,1,41,19.52,5.3,1,261754.28
2025-01-21,1598,3,38,27.4,5.6,0,455472.47
2025-01-22,813,1,37,8.65,9.5,0,376023.53
2025-01-22,789,1,59,23.92,7.1,0,268197.03
2025-01-22,2534,3,4,3.71,7.1,1,812906.06
2025-01-23,1331,2,31,15.03,8.8,0,448976.34
2025-01-23,1008,1,80,19.82,5.4,1,264608.35
2025-01-23,2560,3,11,1.5,7.7,0,808640.65
2025-01-24,2371,4,2,7.87,5.7,1,741025.88
2025-01-24,3042,5,41,2.22,8.7,1,900109.66
2025-01-24,667,1,18,20.71,4.8,0,234224.4
2025-01-25,1515,2,41,18.22,4.9,0,425630.27
2025-01-25,2273,3,50,6.09,8.3,0,705510.14
2025-01-25,2185,4,31,20.83,4.2,0,614326.39
2025-01-26,561,1,56,13.46,9.2,0,273047.28
2025-01-26,2401,4,67,11.85,8.9,0,718320.04
2025-01-26,660,1,45,2.35,6.2,0,314450.09
2025-01-27,958,2,74,24.57,9.8,1,368253.74
2025-01-27,1127,2,40,22.2,4.4,0,305550.29
2025-01-27,1251,3,6,7.68,7.4,0,520871.79
2025-01-28,2416,3,84,16.82,5.3,0,573460.45
2025-01-28,1167,1,70,0.98,5.8,0,344794.47
2025-01-28,2841,5,30,12.08,4.6,1,793890.08
2025-02-01,635,2,75,7.31,4.6,0,198071.6
2025-02-01,1664,3,35,4.48,7.2,0,583807.81
2025-02-01,1460,2,67,15.95,4.7,0,396392.89
2025-02-02,2251,4,40,8.86,5.5,1,694271.89
2025-02-02,1389,3,60,11.44,4.0,0,398114.21
2025-02-02,2309,4,79,1.39,6.7,0,668777.85
2025-02-03,1191,2,43,6.74,5.9,0,379153.88
2025-02-03,709,1,35,10.51,7.2,0,289989.07
2025-02-03,1524,3,26,23.5,9.1,0,502649.85
2025-02-04,3177,5,35,13.78,6.7,0,882898.45
2025-02-04,1631,3,74,23.12,4.7,0,404564.21
2025-02-04,2250,3,71,23.59,8.3,1,643559.12
2025-02-05,584,1,35,4.32,4.5,0,238627.88
2025-02-05,1620,3,34,5.25,8.7,1,588115.68
2025-02-05,1987,3,84,16.42,8.5,0,558635.6
2025-02-06,1648,2,21,5.0,4.5,0,488830.02
2025-02-06,2273,4,32,3.59,7.0,0,709564.73
2025-02-06,1645,2,56,11.35,8.7,0,531269.37
2025-02-07,737,1,18,24.48,7.0,0,256255.54
2025-02-07,1270,2,76,6.15,8.0,0,455977.66
2025-02-07,707,1,68,8.06,9.6,0,295702.1
2025-02-08,2868,4,5,24.54,4.8,0,777968.11
2025-02-08,2550,4,12,9.62,9.1,0,812609.6
2025-02-08,1855,2,26,12.22,6.3,0,578459.13
2025-02-09,943,1,6,24.16,3.8,0,278155.61
2025-02-09,597,1,42,2.21,3.7,0,199922.86
2025-02-09,582,1,71,4.79,4.6,0,225418.95
2025-02-10,3109,4,43,19.15,5.2,0,799310.6
2025-02-10,1122,2,84,17.23,8.8,0,352625.62
2025-02-10,2716,5,58,13.21,7.7,0,792187.25
2025-02-11,1940,3,67,21.31,8.5,0,541932.42
2025-02-11,1500,3,79,9.23,9.2,0,527058.38
2025-02-11,2112,3,42,18.76,4.9,0,557285.21
2025-02-12,1768,2,21,17.43,4.8,0,495724.43
2025-02-12,1606,3,8,25.05,5.6,0,521240.54
2025-02-12,1319,2,45,3.8,8.8,0,448885.36
2025-02-13,3005,5,66,26.0,6.5,0,761904.81
2025-02-13,2231,3,26,18.65,7.9,0,652275.88
2025-02-13,2608,4,45,13.84,7.7,0,766640.01
2025-02-14,2652,4,62,3.72,9.1,0,775172.16
2025-02-14,2070,4,4,18.42,4.4,0,605259.02
2025-02-14,1776,3,0,18.62,6.1,0,563540.21
2025-02-15,579,1,54,27.68,4.0,0,155171.61
2025-02-15,2506,4,53,10.06,5.2,0,705119.5
2025-02-15,2342,3,11,21.51,3.8,0,618073.26
2025-02-16,1782,2,10,8.09,8.4,0,617951.91
2025-02-16,3151,5,28,8.13,7.2,0,894392.1
2025-02-16,2029,3,10,24.97,9.4,0,642575.58
2025-02-17,3169,4,29,27.87,8.9,0,853856.06
2025-02-17,1455,2,80,8.61,7.8,0,447787.44
2025-02-17,867,1,9,13.8,8.4,0,368797.65
2025-02-18,3037,5,1,20.85,8.6,0,898049.87
2025-02-18,2829,4,60,7.78,4.5,0,747771.0
2025-02-18,2043,3,3,11.49,8.5,0,680656.66
2025-02-19,1638,3,26,22.07,6.3,0,503767.54
2025-02-19,2079,4,65,1.99,8.5,0,659895.81
2025-02-19,2585,4,63,8.43,4.9,0,666931.23
2025-02-20,1812,2,40,19.52,9.4,0,546751.0
2025-02-20,2243,3,26,26.3,6.1,0,603189.91
2025-02-20,1232,2,30,26.77,7.8,0,433669.82
2025-02-21,2697,4,76,12.18,5.2,0,737687.48
2025-02-21,565,1,54,0.39,7.1,0,287030.62
2025-02-21,2564,4,64,14.88,8.3,0,678325.48
2025-02-22,1007,1,85,21.88,4.0,1,252981.81
2025-02-22,1552,3,45,19.45,9.2,0,512587.93
2025-02-22,2443,4,13,8.72,9.6,0,813685.92
2025-02-23,1421,2,53,19.37,4.1,0,394659.06
2025-02-23,2714,5,84,7.27,6.2,1,778738.1
2025-02-23,880,2,23,4.25,7.7,0,353774.48
2025-02-24,797,2,84,4.47,7.7,0,287867.77
2025-02-24,697,1,23,8.13,4.7,1,270082.9
2025-02-24,1092,1,81,24.91,5.8,0,275270.78
2025-02-25,1902,4,72,22.73,7.1,0,533381.73
2025-02-25,956,1,78,7.59,3.9,0,236761.98
2025-02-25,3187,6,21,14.47,4.6,0,851431.15
2025-02-26,1444,2,61,3.49,6.7,0,459463.01
2025-02-26,2862,4,31,26.81,8.4,0,783218.14
2025-02-26,2844,5,71,13.26,8.3,0,792387.58
2025-02-27,1288,2,20,24.71,3.5,0,350228.34
2025-02-27,2556,4,81,3.7,4.6,1,724549.03
2025-02-27,1751,3,5,26.2,5.4,0,531785.06
2025-02-28,3081,5,9,21.02,9.3,0,892503.91
2025-02-28,1703,3,29,26.12,5.6,0,500308.42
2025-02-28,1402,2,16,7.0,8.2,0,539523.34
2025-03-01,1944,3,73,25.15,5.1,0,474409.92
2025-03-01,612,1,51,20.71,6.6,0,233956.5
2025-03-01,2724,3,36,10.78,7.9,0,770297.54
2025-03-02,1033,2,28,6.31,5.0,0,372502.74
2025-03-02,2262,3,55,9.05,8.1,0,700509.16
2025-03-02,2084,3,10,4.86,6.8,0,655537.53
2025-03-03,3092,5,83,24.25,8.3,1,831760.84
2025-03-03,2192,3,61,12.1,5.1,0,619528.12
2025-03-03,2986,5,33,17.32,5.7,0,793745.95
2025-03-04,1885,3,47,2.06,8.2,0,606096.31
2025-03-04,720,1,0,25.46,6.5,0,295880.14
2025-03-04,887,1,49,13.89,9.7,0,348451.85
2025-03-05,1104,2,68,2.19,7.4,0,374552.96
2025-03-05,1372,1,85,15.0,8.4,0,378059.46
2025-03-05,2359,3,67,15.22,8.4,0,690643.37
2025-03-06,620,1,83,12.42,6.2,0,188765.63
2025-03-06,2582,5,13,22.68,7.6,0,767223.22
2025-03-06,1332,2,50,4.36,7.4,0,415593.87
2025-03-07,2246,4,40,15.27,6.7,0,653000.34
2025-03-07,1642,3,30,20.14,4.2,0,504687.46
2025-03-07,2088,3,85,0.64,6.3,0,604958.79
2025-03-08,3052,4,1,13.24,6.5,0,892281.42
2025-03-08,2404,4,19,14.77,5.2,0,692774.79
2025-03-08,3150,6,76,7.07,4.9,0,834153.77
2025-03-09,758,2,20,25.33,6.1,1,331593.45
2025-03-09,2601,4,64,13.37,3.6,0,670589.39
2025-03-09,2299,3,55,21.53,8.5,0,631776.11
2025-03-10,686,1,39,1.56,5.5,1,315182.91
2025-03-10,1919,3,61,11.34,6.4,0,545270.16
2025-03-10,1728,3,73,25.04,9.6,0,527702.55
2025-03-11,1279,2,39,4.98,7.6,0,483111.32
2025-03-11,684,1,42,27.27,7.4,0,265292.91
2025-03-11,2288,4,64,18.83,9.7,0,676741.5
2025-03-12,2449,3,81,14.48,8.6,0,682272.96
2025-03-12,2983,5,11,16.22,4.5,0,823392.02
2025-03-12,787,1,62,7.13,6.0,0,261180.57
2025-03-13,2823,4,64,24.0,3.9,0,672799.91
2025-03-13,964,2,7,4.32,5.5,0,392210.55
2025-03-13,1800,2,49,10.75,6.5,0,509357.24
2025-03-14,3006,5,1,27.58,5.9,1,870649.38
2025-03-14,2919,4,78,21.76,9.5,0,845945.81
2025-03-14,2012,3,85,10.63,7.8,1,598445.22
2025-03-15,1855,4,85,23.7,6.9,0,493273.32
2025-03-15,2745,5,76,15.83,5.3,0,705879.7
2025-03-15,2374,4,84,12.93,4.5,0,620482.6
2025-03-16,2621,5,6,14.34,3.7,0,739914.24
2025-03-16,2471,3,34,10.01,5.5,1,745251.19
2025-03-16,1521,3,4,23.74,9.2,0,521649.56
2025-03-17,3056,4,78,27.85,4.1,0,687705.92
2025-03-17,2928,5,19,24.03,5.0,0,768489.62
2025-03-17,2063,3,82,18.8,7.3,0,576215.08
2025-03-18,731,2,21,12.41,8.1,0,331133.97
2025-03-18,3134,5,72,7.63,4.6,1,856160.8
2025-03-18,2654,4,46,18.71,8.4,0,758935.36
2025-03-19,2923,5,84,0.63,6.9,1,843547.83
2025-03-19,1464,2,75,25.19,9.2,0,464599.35
2025-03-19,2252,3,19,7.77,7.6,0,699042.74
2025-03-20,1485,2,55,23.29,7.4,0,434002.39
2025-03-20,2949,5,42,16.96,3.6,0,728060.85
2025-03-20,772,2,68,25.29,9.3,0,294458.7
2025-03-21,1028,1,79,16.33,6.2,0,269220.93
2025-03-21,967,2,63,12.23,8.1,0,352444.83
2025-03-21,3071,5,6,5.57,5.6,0,874729.22
2025-03-22,3040,5,57,15.04,6.3,0,812427.91
2025-03-22,3053,4,39,4.25,4.9,0,833844.62
2025-03-22,1268,1,28,19.22,7.6,0,399821.31
2025-03-23,2409,4,27,21.03,7.4,0,697537.01
2025-03-23,1241,2,45,6.82,9.2,0,492223.01
2025-03-23,2469,4,51,0.61,5.7,0,681042.31
2025-03-24,1055,2,70,27.57,9.6,0,337809.88
2025-03-24,2873,4,78,21.03,7.6,0,748928.88
2025-03-24,888,1,25,4.17,9.4,0,406287.13
2025-03-25,1059,1,57,24.98,8.3,1,368345.84
2025-03-25,741,1,38,27.56,9.8,0,293545.8
2025-03-25,2537,4,42,6.67,7.2,0,727843.26
2025-03-26,3013,4,9,24.87,3.8,0,782060.3
2025-03-26,1270,2,8,27.79,3.9,0,378851.74
2025-03-26,1156,2,73,11.19,8.5,0,375739.17
2025-03-27,2092,3,19,25.82,5.9,0,591542.38
2025-03-27,2899,5,38,2.72,5.2,0,831951.83
2025-03-27,746,1,53,13.34,3.8,0,228399.59
2025-03-28,2544,4,44,10.97,7.3,0,736695.89
2025-03-28,1611,2,5,15.17,9.8,0,573552.16
2025-03-28,1892,2,15,8.02,7.4,0,588514.12
2025-04-01,1729,2,34,4.56,4.8,0,508157.0
2025-04-01,2022,4,21,14.84,3.6,0,556663.11
2025-04-01,1526,2,45,27.1,5.3,1,472699.95
2025-04-02,2216,3,27,24.86,5.2,0,551063.64
2025-04-02,1037,1,78,2.46,8.4,0,373920.99
2025-04-02,2775,4,78,26.27,4.1,0,642100.46
2025-04-03,3040,4,38,27.62,8.9,0,821880.87
2025-04-03,1528,2,60,25.35,9.3,0,448696.39
2025-04-03,2932,5,73,13.93,6.1,0,779812.1
2025-04-04,2735,5,60,16.92,4.3,0,690298.34
2025-04-04,696,2,8,22.66,9.5,1,406083.87
2025-04-04,1212,1,72,12.42,3.6,1,326865.11
2025-04-05,1654,2,13,18.85,3.6,0,443663.56
2025-04-05,1833,3,32,11.86,7.6,1,578403.51
2025-04-05,1591,2,36,20.83,6.1,0,434644.03
2025-04-06,2082,3,20,16.12,8.1,0,648682.71
2025-04-06,2126,4,62,12.02,7.6,0,649255.32
2025-04-06,1324,2,8,8.1,4.1,0,402088.0
2025-04-07,2027,3,53,26.23,7.2,0,545875.54
2025-04-07,1926,3,21,21.21,5.3,0,589364.27
2025-04-07,1138,1,46,9.57,4.8,0,339523.18
2025-04-08,1594,3,49,23.78,9.0,0,493238.05
2025-04-08,1056,2,41,14.82,9.1,0,410798.2
2025-04-08,2606,5,48,13.47,9.1,0,801566.95
2025-04-09,2146,3,49,8.83,4.0,0,601805.47
2025-04-09,1673,3,15,20.55,8.8,0,530402.58
2025-04-09,2664,4,8,27.61,5.9,1,738470.68
2025-04-10,2374,4,49,18.19,9.2,0,671305.72
2025-04-10,1312,3,37,12.27,8.7,0,459609.9
2025-04-10,1415,1,46,13.85,8.7,0,431312.61
2025-04-11,1330,2,17,3.88,6.3,0,464866.31
2025-04-11,3129,4,76,27.63,8.1,0,799050.25
2025-04-11,1404,2,65,15.92,7.7,1,430140.54
2025-04-12,2680,4,44,18.86,5.2,0,696676.18
2025-04-12,2086,4,51,2.91,9.5,0,679315.84
2025-04-12,2924,5,28,1.35,3.6,0,807519.3
2025-04-13,1059,2,84,16.45,5.6,0,327635.71
2025-04-13,735,1,58,23.41,6.7,0,244282.27
2025-04-13,641,1,29,22.58,9.6,0,308780.3
2025-04-14,1338,3,20,26.98,5.5,1,442944.28
2025-04-14,2253,4,64,1.55,8.9,0,698969.6
2025-04-14,887,2,78,13.83,9.1,1,382989.49
2025-04-15,2704,5,84,0.58,5.3,0,750122.76
2025-04-15,789,1,56,6.75,4.2,0,249394.75
2025-04-15,2941,4,83,22.15,8.8,0,780913.65
2025-04-16,1793,4,80,6.71,7.2,0,544182.75
2025-04-16,2752,4,5,18.3,9.5,0,838531.89
2025-04-16,1976,3,62,19.0,6.0,0,537288.47
2025-04-17,2813,5,44,10.43,4.2,0,759577.25
2025-04-17,3098,4,54,26.84,9.0,0,854675.78
2025-04-17,1917,3,56,2.28,8.1,0,577965.04
2025-04-18,2575,4,64,2.9,8.6,0,772556.16
2025-04-18,2264,4,29,1.6,4.9,0,716854.79
2025-04-18,1347,1,3,1.79,9.0,0,467762.85
2025-04-19,762,2,29,22.13,5.0,0,272273.67
2025-04-19,2860,5,82,25.09,7.5,0,765326.97
2025-04-19,3012,5,17,12.96,4.6,0,793205.64
2025-04-20,2785,5,31,23.21,4.6,0,732844.37
2025-04-20,2948,4,76,22.58,8.7,0,775982.73
2025-04-20,1030,1,58,24.86,4.9,0,279991.0
2025-04-21,2862,5,34,18.87,8.8,0,808912.89
2025-04-21,876,2,57,18.78,6.6,0,305280.98
2025-04-21,577,1,36,12.71,8.6,0,280021.44
2025-04-22,673,1,62,18.65,9.5,0,298860.21
2025-04-22,2632,3,10,16.05,4.8,0,733862.64
2025-04-22,2043,2,0,11.17,4.1,0,537995.3
2025-04-23,1871,3,67,7.5,4.5,0,493877.84
2025-04-23,1986,3,72,6.9,9.4,0,639204.71
2025-04-23,2450,4,23,17.37,3.7,0,669511.56
2025-04-24,634,2,50,14.23,8.2,0,275877.26
2025-04-24,2441,4,28,18.57,6.5,0,714254.05
2025-04-24,3053,4,27,16.48,4.0,0,816024.37
2025-04-25,2363,4,71,11.21,6.5,0,673853.1
2025-04-25,716,1,7,22.51,6.8,0,305962.22
2025-04-25,1857,3,61,25.62,6.1,0,474579.95
2025-04-26,2137,3,13,15.16,6.6,0,671528.72
2025-04-26,2003,4,21,0.45,8.9,0,673747.61
2025-04-26,2913,5,11,3.66,9.7,0,885077.49
2025-04-27,2602,4,5,3.7,8.7,0,814315.34
2025-04-27,853,1,27,14.05,6.7,0,273653.42
2025-04-27,1175,1,3,26.92,7.2,0,374982.32
2025-04-28,1761,2,40,18.67,9.2,0,559710.45
2025-04-28,1448,2,81,8.52,8.1,0,440437.41
2025-04-28,2293,3,63,5.44,8.6,0,670958.6
2025-05-01,3111,5,10,16.84,9.0,0,919477.0
2025-05-01,2892,4,2,18.78,7.7,0,821206.11
2025-05-01,1864,3,57,25.52,5.3,1,489836.04
2025-05-02,3078,5,7,8.34,8.7,0,966554.78
2025-05-02,885,1,85,21.76,8.9,0,268073.15
2025-05-02,2022,4,11,27.96,3.8,0,534956.63
2025-05-03,1358,2,13,21.44,4.7,1,467221.41
2025-05-03,800,2,42,15.81,8.7,0,284349.94
2025-05-03,3162,5,40,16.68,6.6,0,883076.36
2025-05-04,1320,2,19,26.33,4.9,0,383300.79
2025-05-04,1071,2,59,5.95,6.3,1,382713.49
2025-05-04,1918,3,51,1.27,7.1,0,606611.55
2025-05-05,1573,2,61,0.66,7.2,0,509806.06
2025-05-05,2739,5,39,10.08,4.3,0,770016.85
2025-05-05,1259,2,34,7.64,7.5,0,456157.55
2025-05-06,2269,3,82,11.53,8.8,0,663666.15
2025-05-06,967,2,43,25.42,5.7,0,313079.52
2025-05-06,994,1,37,6.59,5.7,0,354929.12
2025-05-07,2880,5,29,26.61,6.2,0,774173.11
2025-05-07,2275,3,48,1.63,8.0,0,697062.46
2025-05-07,3073,5,82,7.34,5.3,1,820001.24
2025-05-08,1379,3,65,3.89,4.0,1,433288.26
2025-05-08,1600,3,7,1.73,7.9,0,613743.1
2025-05-08,2613,5,62,18.07,5.3,0,634325.8
2025-05-09,684,2,79,4.2,6.0,0,257234.71
2025-05-09,2256,3,58,9.83,7.0,0,667895.68
2025-05-09,2154,4,85,5.99,4.5,1,583933.85
2025-05-10,1485,2,54,15.88,7.2,0,472798.62
2025-05-10,1861,2,52,15.06,4.1,1,483506.84
2025-05-10,2476,4,16,18.9,5.4,0,699398.84
2025-05-11,2914,5,76,15.13,9.7,0,838168.57
2025-05-11,1227,1,67,10.42,9.1,1,435857.13
2025-05-11,1436,2,48,25.75,5.7,1,439198.32
2025-05-12,2752,4,62,5.55,8.5,0,800896.69
2025-05-12,1719,3,32,7.75,3.6,0,436595.36
2025-05-12,1035,2,38,8.95,9.6,0,450546.78
2025-05-13,2067,3,51,18.53,8.9,0,624413.79
2025-05-13,633,1,43,19.9,9.5,0,297854.31
2025-05-13,900,1,38,12.52,6.8,1,370508.22
2025-05-14,1685,2,46,23.49,4.8,0,426720.55
2025-05-14,1945,3,30,19.74,6.5,0,571537.75
2025-05-14,1043,1,79,9.17,6.0,0,312142.65
2025-05-15,2640,5,83,23.26,9.1,0,734122.83
2025-05-15,2192,3,64,4.05,7.3,0,630150.09
2025-05-15,1495,2,68,11.01,9.6,0,491748.31
2025-05-16,980,1,25,0.92,6.7,0,384897.87
2025-05-16,1526,2,39,6.9,5.0,0,448587.83
2025-05-16,1109,1,74,22.7,8.1,0,339674.02
2025-05-17,3165,5,74,25.22,6.1,0,781423.19
2025-05-17,2541,5,3,1.98,9.1,0,879541.46
2025-05-17,944,2,4,15.93,4.9,1,391829.67
2025-05-18,718,2,15,13.04,9.4,0,388586.81
2025-05-18,1823,2,0,21.03,8.2,0,596810.7
2025-05-18,1084,1,7,24.82,5.7,0,369700.58
2025-05-19,836,1,51,8.56,9.6,1,407778.91
2025-05-19,2259,3,60,19.17,8.4,0,659526.08
2025-05-19,2115,4,12,17.36,8.1,1,716600.15
2025-05-20,2050,3,14,17.67,6.3,0,581761.23
2025-05-20,2128,3,73,18.22,9.3,0,609425.51
2025-05-20,1988,3,61,22.27,9.8,0,617242.93
2025-05-21,636,1,16,2.45,9.2,0,370685.81
2025-05-21,1093,2,52,23.19,5.7,0,287216.09
2025-05-21,711,1,9,11.03,8.2,0,343456.11
2025-05-22,3115,5,58,23.61,5.0,1,793063.25
2025-05-22,928,2,56,9.21,4.4,0,285237.64
2025-05-22,1337,3,42,24.46,3.8,1,407135.57
2025-05-23,684,1,27,16.74,8.5,0,265280.74
2025-05-23,2571,3,4,13.15,6.8,0,759136.27
2025-05-23,1165,2,60,8.91,4.2,0,326635.46
2025-05-24,1285,3,60,11.62,5.7,0,400326.55
2025-05-24,1359,3,26,24.54,6.5,0,437354.48
2025-05-24,1967,3,77,24.43,7.9,0,533298.69
2025-05-25,2660,3,13,16.96,5.3,0,715443.2
2025-05-25,3151,5,33,13.91,6.0,0,883528.96
2025-05-25,2479,4,15,21.0,9.2,1,784427.4
2025-05-26,2321,4,37,15.27,8.2,1,720139.2
2025-05-26,3114,5,23,26.5,7.1,0,822845.72
2025-05-26,2045,4,21,17.65,8.9,0,677918.0
2025-05-27,2752,5,80,19.79,8.7,0,736887.73
2025-05-27,2031,3,33,6.3,6.7,0,616065.9
2025-05-27,960,2,3,20.69,4.9,0,343655.8
2025-05-28,1445,2,10,15.44,5.5,0,467704.31
2025-05-28,1269,3,77,11.05,5.2,0,346084.52
2025-05-28,2052,4,29,18.55,8.3,0,650913.96
2025-06-01,681,1,40,17.87,4.6,0,214088.02
2025-06-01,2702,5,47,22.14,5.8,0,717345.55
2025-06-01,2406,4,7,27.82,4.5,0,662519.57
2025-06-02,3042,5,72,26.94,7.5,0,799296.7
2025-06-02,2317,3,21,16.91,8.5,0,714814.82
2025-06-02,829,2,39,25.79,7.2,0,288372.43
2025-06-03,2190,3,7,21.37,9.1,0,710188.74
2025-06-03,891,1,77,10.9,6.7,0,287917.22
2025-06-03,1788,3,8,27.93,3.6,1,529711.54
2025-06-04,2521,3,21,2.2,4.9,1,759049.38
2025-06-04,1112,1,35,0.53,4.4,0,370670.74
2025-06-04,1925,3,62,0.68,6.0,0,548844.79
2025-06-05,1976,4,75,27.83,6.3,0,523437.27
2025-06-05,1064,2,79,27.67,6.5,0,279067.89
2025-06-05,2522,3,46,11.99,5.3,0,688718.66
2025-06-06,2171,4,64,5.98,5.7,0,610741.28
2025-06-06,1845,3,30,8.86,5.4,0,532206.55
2025-06-06,2981,4,21,26.96,8.2,0,814201.04
2025-06-07,2818,4,44,2.95,6.1,0,758343.74
2025-06-07,1055,2,1,10.16,9.3,0,493155.37
2025-06-07,1691,2,20,16.98,9.0,0,565136.03
2025-06-08,3114,5,10,10.1,4.3,0,845959.34
2025-06-08,3189,6,37,0.2,7.4,0,927787.32
