snapshot_date,tenure_months,logins_30d,support_tickets_30d,monthly_spend,recent_price_rise,churned
2024-10-14,43,5,1,159.34,0,0
2024-10-14,42,35,6,90.14,0,0
2024-10-14,3,7,0,55.62,0,0
2024-10-14,35,17,5,91.01,0,0
2024-10-15,14,4,4,73.71,0,0
2024-10-15,18,33,4,84.91,0,0
2024-10-15,38,34,5,84.88,0,0
2024-10-15,18,2,5,72.71,1,0
2024-10-15,3,22,6,45.31,1,1
2024-10-16,31,18,3,90.41,1,1
2024-10-16,57,6,0,171.49,0,0
2024-10-16,37,34,0,109.5,0,0
2024-10-16,10,34,6,62.96,0,0
2024-10-16,27,31,1,102.58,0,0
2024-10-17,37,1,0,140.84,1,0
2024-10-17,24,22,1,119.4,0,0
2024-10-17,3,29,7,35.88,0,1
2024-10-17,50,28,2,121.47,0,0
2024-10-17,44,29,7,163.17,0,0
2024-10-18,32,0,7,123.78,1,0
2024-10-18,12,6,2,111.4,0,0
2024-10-18,48,3,6,104.11,0,0
2024-10-18,21,8,0,61.43,0,0
2024-10-18,61,28,2,82.32,0,0
2024-10-19,34,32,5,92.48,0,0
2024-10-19,66,32,5,129.64,0,0
2024-10-19,63,28,5,122.14,0,0
2024-10-19,66,16,5,151.96,0,0
2024-10-19,34,9,5,68.55,0,0
2024-10-20,4,30,1,46.34,0,0
2024-10-20,70,28,5,181.42,1,0
2024-10-20,70,7,7,153.45,0,0
2024-10-20,7,19,4,58.18,1,1
2024-10-20,20,11,0,80.78,0,0
2024-10-21,42,20,1,124.51,0,0
2024-10-21,17,15,2,29.77,0,0
2024-10-21,13,22,3,91.39,0,0
2024-10-21,8,1,0,58.26,0,0
2024-10-21,66,32,1,186.5,0,0
2024-10-22,44,5,4,126.67,1,1
2024-10-22,47,3,0,90.15,0,0
2024-10-22,30,2,0,60.79,0,0
2024-10-22,31,13,6,92.64,0,1
2024-10-22,16,20,7,110.73,0,0
2024-10-23,9,25,4,65.46,0,0
2024-10-23,36,31,1,120.32,0,0
2024-10-23,17,28,2,54.48,0,0
2024-10-23,72,8,6,115.58,0,0
2024-10-23,42,2,4,88.24,1,0
2024-10-24,25,16,0,51.33,0,0
2024-10-24,15,15,2,130.09,0,0
2024-10-24,15,32,6,100.78,0,0
2024-10-24,4,23,3,76.65,0,0
2024-10-24,66,18,1,136.81,0,0
2024-10-25,51,11,2,142.36,0,0
2024-10-25,60,20,3,127.63,0,0
2024-10-25,57,4,4,103.95,1,0
2024-10-25,22,29,2,147.34,0,0
2024-10-25,31,34,1,95.71,0,0
2024-10-26,64,11,5,124.3,0,0
2024-10-26,47,34,3,136.24,0,0
2024-10-26,65,12,7,127.87,0,0
2024-10-26,56,29,4,147.1,0,0
2024-10-26,37,31,6,65.97,0,0
2024-10-27,14,16,2,68.99,0,0
2024-10-27,56,28,5,125.88,1,0
2024-10-27,10,1,6,19.55,0,0
2024-10-27,31,21,7,132.45,0,0
2024-10-27,15,7,1,54.2,0,0
2024-10-28,20,31,2,70.73,0,0
2024-10-28,4,34,7,124.05,0,0
2024-10-28,27,35,4,96.19,0,0
2024-10-28,48,4,1,106.83,0,0
2024-10-28,63,26,6,131.63,0,0
2024-11-01,51,24,3,74.43,0,0
2024-11-01,52,21,3,184.29,0,0
2024-11-01,17,35,2,72.7,0,0
2024-11-01,72,30,2,124.62,0,0
2024-11-01,69,6,6,130.13,0,1
2024-11-02,69,8,2,163.72,0,0
2024-11-02,9,6,2,76.7,1,1
2024-11-02,62,25,7,121.2,0,0
2024-11-02,31,1,6,161.5,0,1
2024-11-02,67,9,2,129.21,0,0
2024-11-03,16,15,6,92.64,0,0
2024-11-03,47,25,4,125.36,0,0
2024-11-03,43,2,1,172.19,0,0
2024-11-03,4,13,0,56.08,0,1
2024-11-03,44,27,4,103.19,0,0
2024-11-04,40,0,0,153.08,0,1
2024-11-04,69,1,1,146.66,0,0
2024-11-04,15,28,3,62.11,0,0
2024-11-04,68,27,0,147.44,0,0
2024-11-04,44,3,1,118.45,0,0
2024-11-05,7,19,3,116.26,0,0
2024-11-05,14,0,3,68.85,0,1
2024-11-05,15,26,5,92.29,0,0
2024-11-05,47,30,6,119.95,0,0
2024-11-05,71,26,5,139.73,0,0
2024-11-06,9,3,3,80.29,0,0
2024-11-06,7,12,3,80.43,0,1
2024-11-06,5,23,6,17.36,0,1
2024-11-06,16,8,0,51.61,0,1
2024-11-06,44,13,7,138.21,0,0
2024-11-07,22,15,4,42.27,0,0
2024-11-07,55,4,2,118.93,0,0
2024-11-07,11,6,6,91.67,0,1
2024-11-07,13,22,7,120.53,0,0
2024-11-07,37,35,1,124.51,0,0
2024-11-08,52,15,7,105.38,1,0
2024-11-08,55,32,2,138.0,0,0
2024-11-08,36,5,7,72.88,0,0
2024-11-08,54,1,5,129.71,0,0
2024-11-08,30,3,4,54.24,0,1
2024-11-09,43,19,7,111.72,0,1
2024-11-09,42,11,5,147.23,0,0
2024-11-09,55,22,2,151.2,0,0
2024-11-09,9,35,6,56.71,0,1
2024-11-09,55,18,2,132.24,0,0
2024-11-10,66,24,4,125.81,0,0
2024-11-10,31,9,5,115.14,0,0
2024-11-10,10,11,6,71.29,0,0
2024-11-10,69,8,3,170.41,0,0
2024-11-10,3,3,7,69.54,0,1
2024-11-11,19,17,0,46.95,1,0
2024-11-11,40,6,7,127.35,1,0
2024-11-11,28,24,4,116.2,0,0
2024-11-11,38,7,2,110.84,0,0
2024-11-11,35,31,3,107.33,0,0
2024-11-12,12,15,2,59.48,1,1
2024-11-12,72,29,3,130.16,0,0
2024-11-12,47,22,7,145.56,0,0
2024-11-12,55,31,1,141.1,0,0
2024-11-12,14,18,1,105.55,0,0
2024-11-13,43,1,3,137.76,0,0
2024-11-13,54,23,5,117.8,0,0
2024-11-13,41,29,3,97.36,0,0
2024-11-13,36,23,4,110.14,0,0
2024-11-13,51,6,2,142.28,0,0
2024-11-14,54,19,5,175.84,1,0
2024-11-14,42,2,6,116.31,1,0
2024-11-14,44,34,5,167.45,0,0
2024-11-14,19,8,1,83.6,0,0
2024-11-14,61,32,6,144.12,0,0
2024-11-15,54,27,7,145.92,0,0
2024-11-15,21,6,7,49.29,0,1
2024-11-15,21,2,1,83.06,0,1
2024-11-15,72,14,4,170.88,1,0
2024-11-15,62,24,2,134.98,0,0
2024-11-16,69,20,4,118.98,1,0
2024-11-16,70,25,0,102.55,0,0
2024-11-16,11,9,6,74.68,0,1
2024-11-16,18,15,5,109.52,0,0
2024-11-16,51,29,4,96.63,1,0
2024-11-17,4,16,4,64.05,0,1
2024-11-17,72,25,7,146.74,0,0
2024-11-17,21,34,0,28.64,0,0
2024-11-17,24,12,7,117.47,0,1
2024-11-17,14,9,4,60.11,0,1
2024-11-18,17,23,6,93.74,0,0
2024-11-18,21,1,3,74.39,0,1
2024-11-18,5,18,0,43.36,0,0
2024-11-18,46,2,5,124.59,0,1
2024-11-18,55,33,5,130.71,0,0
2024-11-19,14,35,0,63.05,1,0
2024-11-19,39,8,3,113.77,0,0
2024-11-19,49,20,1,127.68,0,0
2024-11-19,44,2,0,93.9,0,0
2024-11-19,65,24,4,146.82,0,0
2024-11-20,59,17,2,191.83,0,0
2024-11-20,59,1,7,187.0,0,0
2024-11-20,17,9,5,37.09,0,1
2024-11-20,17,5,0,54.46,0,1
2024-11-20,50,8,5,113.67,0,0
2024-11-21,63,13,0,172.7,0,0
2024-11-21,62,0,4,186.72,0,0
2024-11-21,41,35,5,121.33,0,0
2024-11-21,52,9,5,154.04,0,0
2024-11-21,33,35,2,102.83,0,0
2024-11-22,56,21,6,100.36,0,0
2024-11-22,22,5,3,80.17,0,1
2024-11-22,52,13,0,145.07,0,1
2024-11-22,26,21,3,97.72,0,0
2024-11-22,56,35,5,130.24,1,0
2024-11-23,36,23,2,84.69,0,0
2024-11-23,33,19,3,95.01,0,0
2024-11-23,69,10,2,162.41,0,0
2024-11-23,63,3,2,185.85,1,0
2024-11-23,63,26,0,145.93,0,0
2024-11-24,38,30,7,89.21,0,0
2024-11-24,6,23,5,93.1,0,1
2024-11-24,38,24,1,82.01,0,0
2024-11-24,43,1,5,165.67,0,0
2024-11-24,23,4,3,70.54,0,1
2024-11-25,54,13,4,148.17,0,0
2024-11-25,33,20,3,101.82,0,0
2024-11-25,65,6,1,148.03,0,0
2024-11-25,23,4,2,104.65,0,0
2024-11-25,49,33,0,115.49,0,0
2024-11-26,70,1,2,179.22,0,0
2024-11-26,8,19,1,32.94,0,1
2024-11-26,64,4,0,177.13,0,0
2024-11-26,42,25,7,143.1,0,0
2024-11-26,6,33,1,48.58,0,0
2024-11-27,47,12,3,116.12,0,0
2024-11-27,27,17,6,101.75,1,0
2024-11-27,28,28,4,82.49,0,0
2024-11-27,61,24,6,170.13,0,0
2024-11-27,1,32,5,58.72,1,1
2024-11-28,72,14,6,154.71,0,0
2024-11-28,39,27,2,103.28,0,0
2024-11-28,0,15,3,64.8,0,1
2024-11-28,71,13,3,153.49,1,0
2024-11-28,50,28,0,147.28,0,0
2024-12-01,28,29,7,87.4,0,1
2024-12-01,46,15,0,105.13,0,0
2024-12-01,44,14,1,133.71,1,0
2024-12-01,3,5,1,102.01,0,0
2024-12-01,44,11,3,108.97,1,0
2024-12-02,61,21,1,135.68,0,0
2024-12-02,38,20,2,86.09,0,0
2024-12-02,2,33,7,70.37,1,1
2024-12-02,57,2,7,148.76,0,0
2024-12-02,8,14,5,56.18,0,1
2024-12-03,2,3,1,72.65,0,1
2024-12-03,33,16,7,82.44,0,0
2024-12-03,66,26,4,101.66,1,0
2024-12-03,12,16,0,78.45,0,0
2024-12-03,9,25,1,66.37,0,1
2024-12-04,10,9,2,82.42,0,0
2024-12-04,33,23,7,75.61,0,1
2024-12-04,46,29,5,167.51,0,0
2024-12-04,1,6,4,66.0,0,1
2024-12-04,0,7,0,104.69,1,0
2024-12-05,39,4,5,117.57,0,0
2024-12-05,68,20,4,141.11,0,0
2024-12-05,70,0,1,142.18,0,0
2024-12-05,36,32,7,113.76,0,0
2024-12-05,16,6,5,51.89,0,1
2024-12-06,61,28,2,104.85,0,0
2024-12-06,11,16,3,69.62,0,0
2024-12-06,49,32,3,80.24,1,0
2024-12-06,61,22,2,146.47,0,0
2024-12-06,30,1,1,108.46,0,0
2024-12-07,5,27,3,48.8,0,0
2024-12-07,31,21,6,108.07,0,0
2024-12-07,67,18,6,118.57,0,0
2024-12-07,23,1,7,67.69,0,1
2024-12-07,69,24,6,89.68,0,0
2024-12-08,27,7,6,70.52,0,0
2024-12-08,38,3,7,95.8,0,0
2024-12-08,11,25,1,124.57,0,0
2024-12-08,38,12,7,83.16,0,0
2024-12-08,42,26,3,155.3,0,0
2024-12-09,60,29,2,126.99,0,0
2024-12-09,0,31,6,94.6,0,0
2024-12-09,44,35,6,85.8,0,0
2024-12-09,63,1,2,153.69,0,0
2024-12-09,49,24,3,137.72,0,0
2024-12-10,69,33,0,157.55,0,0
2024-12-10,59,10,2,151.61,0,0
2024-12-10,6,25,5,62.64,0,1
2024-12-10,6,17,7,63.06,1,1
2024-12-10,68,5,1,151.75,0,0
2024-12-11,8,13,6,87.85,0,1
2024-12-11,71,6,7,150.23,0,0
2024-12-11,25,11,2,89.01,0,1
2024-12-11,57,5,4,144.43,0,0
2024-12-11,30,9,4,116.83,0,1
2024-12-12,72,4,0,173.72,0,0
2024-12-12,34,14,1,96.86,0,0
2024-12-12,48,3,6,106.42,0,0
2024-12-12,46,15,5,138.37,0,0
2024-12-12,54,14,1,143.31,0,0
2024-12-13,58,9,7,101.15,0,0
2024-12-13,55,9,4,181.47,0,0
2024-12-13,2,25,6,38.88,0,1
2024-12-13,12,33,6,33.74,0,0
2024-12-13,1,31,0,57.54,0,0
2024-12-14,67,31,3,170.57,0,0
2024-12-14,7,25,3,14.81,0,0
2024-12-14,14,30,7,20.22,0,1
2024-12-14,12,9,1,54.08,0,1
2024-12-14,18,23,6,51.71,0,0
2024-12-15,60,31,2,124.58,0,0
2024-12-15,16,9,5,69.39,0,0
2024-12-15,67,19,7,146.74,0,0
2024-12-15,64,18,5,172.6,0,0
2024-12-15,0,22,6,75.6,0,0
2024-12-16,33,12,7,110.23,0,0
2024-12-16,61,19,6,128.63,0,1
2024-12-16,69,13,2,110.68,1,0
2024-12-16,26,34,4,114.11,0,0
2024-12-16,50,29,0,111.42,0,0
2024-12-17,7,15,4,7.1,1,1
2024-12-17,54,32,6,132.35,0,0
2024-12-17,64,15,2,168.62,1,0
2024-12-17,61,10,2,134.72,0,0
2024-12-17,38,11,2,128.58,0,0
2024-12-18,0,25,6,36.99,0,0
2024-12-18,35,15,3,91.75,0,0
2024-12-18,42,31,6,77.86,0,0
2024-12-18,19,25,0,143.3,0,0
2024-12-18,45,11,7,73.13,1,0
2024-12-19,12,2,7,96.53,0,1
2024-12-19,10,11,1,57.87,1,0
2024-12-19,59,4,3,172.51,0,0
2024-12-19,43,21,4,155.13,0,0
2024-12-19,1,31,1,97.01,0,0
2024-12-20,51,19,7,86.5,0,1
2024-12-20,28,18,5,91.45,0,0
2024-12-20,68,2,1,141.9,0,0
2024-12-20,35,14,1,127.86,0,0
2024-12-20,48,4,3,121.99,0,0
2024-12-21,38,34,7,75.62,1,1
2024-12-21,4,26,5,12.45,0,1
2024-12-21,1,30,5,50.6,0,0
2024-12-21,12,25,0,113.8,0,0
2024-12-21,54,2,7,128.62,0,0
2024-12-22,16,30,6,63.22,0,0
2024-12-22,50,15,6,127.54,0,1
2024-12-22,35,18,5,77.36,0,0
2024-12-22,48,23,7,133.35,1,0
2024-12-22,23,15,2,78.1,0,0
2024-12-23,69,23,6,187.62,0,0
2024-12-23,11,7,1,74.11,0,0
2024-12-23,64,22,3,145.37,0,0
2024-12-23,45,33,3,117.04,0,0
2024-12-23,37,14,4,96.12,1,0
2024-12-24,70,10,0,157.85,0,0
2024-12-24,18,23,2,69.45,0,0
2024-12-24,18,29,4,53.32,0,0
2024-12-24,39,26,2,140.3,0,0
2024-12-24,0,21,6,80.25,0,0
2024-12-25,41,2,7,137.43,0,0
2024-12-25,14,28,5,48.58,0,0
2024-12-25,53,5,1,89.22,0,0
2024-12-25,66,9,2,114.7,0,0
2024-12-25,14,29,7,107.3,0,1
2024-12-26,34,25,5,77.3,0,0
2024-12-26,16,26,0,70.4,0,0
2024-12-26,59,24,7,169.82,0,0
2024-12-26,23,35,4,100.69,0,0
2024-12-26,29,10,4,74.33,0,1
2024-12-27,10,10,2,69.49,0,1
2024-12-27,7,3,6,59.22,0,0
2024-12-27,37,32,0,151.47,0,0
2024-12-27,55,17,5,123.48,1,0
2024-12-27,16,33,5,86.02,0,0
2024-12-28,29,11,7,104.86,0,0
2024-12-28,49,35,7,130.51,0,0
2024-12-28,56,35,1,109.8,0,0
2024-12-28,43,28,0,170.14,0,0
2024-12-28,30,12,5,90.88,0,0
2025-01-01,52,9,1,136.08,0,0
2025-01-01,70,1,1,171.39,0,0
2025-01-01,11,34,1,90.67,0,0
2025-01-01,48,27,6,137.07,0,0
2025-01-01,11,1,2,65.01,0,0
2025-01-02,59,3,6,177.9,0,0
2025-01-02,50,34,5,88.66,0,0
2025-01-02,0,19,4,128.06,0,0
2025-01-02,51,29,6,175.16,0,0
2025-01-02,27,3,4,133.49,0,1
2025-01-03,29,11,1,111.38,0,0
2025-01-03,57,28,0,118.73,0,0
2025-01-03,22,35,1,60.56,1,0
2025-01-03,10,11,7,66.61,0,0
2025-01-03,31,21,4,61.59,1,0
2025-01-04,1,13,2,50.68,0,1
2025-01-04,37,24,4,96.99,0,0
2025-01-04,14,2,0,78.27,0,0
2025-01-04,34,16,1,103.84,0,0
2025-01-04,11,18,4,62.91,0,1
2025-01-05,35,10,1,180.09,0,0
2025-01-05,51,2,1,75.96,0,0
2025-01-05,7,27,3,52.23,0,0
2025-01-05,54,31,3,112.48,0,0
2025-01-05,56,12,0,164.06,0,0
2025-01-06,17,35,4,66.88,0,0
2025-01-06,69,2,2,172.4,0,0
2025-01-06,29,22,4,79.03,0,0
2025-01-06,43,29,0,118.92,0,0
2025-01-06,67,5,5,167.42,0,0
2025-01-07,57,13,1,160.4,0,0
2025-01-07,51,34,4,99.86,0,0
2025-01-07,27,4,5,137.17,0,0
2025-01-07,8,7,0,83.94,0,0
2025-01-07,6,23,2,57.93,0,1
2025-01-08,32,16,4,124.79,0,0
2025-01-08,4,30,2,67.55,0,0
2025-01-08,11,7,1,35.56,1,1
2025-01-08,45,18,1,76.87,0,0
2025-01-08,40,31,0,69.87,0,0
2025-01-09,13,28,6,60.11,0,0
2025-01-09,17,23,1,79.22,0,0
2025-01-09,37,20,4,119.15,0,0
2025-01-09,31,7,1,98.86,0,0
2025-01-09,40,14,6,109.04,0,0
2025-01-10,52,33,1,133.35,0,0
2025-01-10,19,25,2,97.05,0,0
2025-01-10,45,18,6,138.4,0,0
2025-01-10,0,0,1,69.98,0,1
2025-01-10,59,24,0,143.54,0,0
2025-01-11,38,31,6,133.8,0,0
2025-01-11,47,24,3,159.36,0,0
2025-01-11,59,24,6,133.28,0,0
2025-01-11,5,19,3,47.89,0,0
2025-01-11,36,1,5,118.14,0,0
2025-01-12,58,34,1,150.26,1,0
2025-01-12,29,30,7,12.9,0,0
2025-01-12,26,11,2,142.77,0,0
2025-01-12,41,21,6,141.26,0,0
2025-01-12,7,16,7,45.6,0,1
2025-01-13,48,12,7,133.2,0,0
2025-01-13,71,30,2,123.88,0,0
2025-01-13,24,7,5,94.02,0,1
2025-01-13,3,29,2,53.47,0,0
2025-01-13,60,13,6,164.11,0,0
2025-01-14,61,3,7,162.19,0,0
2025-01-14,72,14,3,103.58,1,0
2025-01-14,69,1,3,117.8,0,0
2025-01-14,41,28,4,122.07,0,0
2025-01-14,33,24,6,129.07,1,0
2025-01-15,21,10,1,92.11,0,0
2025-01-15,65,17,1,137.0,0,0
2025-01-15,22,35,2,65.58,1,0
2025-01-15,11,20,4,43.3,0,0
2025-01-15,58,0,1,131.76,0,0
2025-01-16,54,29,4,134.12,0,0
2025-01-16,71,12,2,175.11,0,0
2025-01-16,35,23,4,76.41,0,0
2025-01-16,26,6,3,86.62,0,1
2025-01-16,24,2,3,71.6,1,1
2025-01-17,46,28,3,118.32,0,0
2025-01-17,43,10,3,132.91,1,0
2025-01-17,60,33,6,155.73,0,0
2025-01-17,27,26,1,103.4,0,0
2025-01-17,3,21,5,40.15,0,0
2025-01-18,71,8,4,144.73,0,0
2025-01-18,34,7,2,82.77,0,1
2025-01-18,25,32,2,101.43,0,0
2025-01-18,59,0,1,160.51,0,0
2025-01-18,26,29,0,125.61,0,0
2025-01-19,42,0,6,167.36,1,0
2025-01-19,26,35,4,114.67,0,0
2025-01-19,47,26,0,89.77,0,0
2025-01-19,2,9,6,82.41,0,1
2025-01-19,46,29,6,140.84,0,0
2025-01-20,22,33,2,104.24,0,0
2025-01-20,20,14,7,89.5,0,0
2025-01-20,39,5,3,80.35,0,0
2025-01-20,1,34,1,40.61,0,0
2025-01-20,8,6,4,63.97,0,1
2025-01-21,55,17,0,117.16,0,0
2025-01-21,33,28,7,102.34,0,0
2025-01-21,32,15,7,121.17,0,1
2025-01-21,43,25,7,134.9,0,0
2025-01-21,45,27,4,157.47,0,0
2025-01-22,53,6,1,124.45,1,0
2025-01-22,13,34,5,95.93,0,0
2025-01-22,38,14,2,67.56,1,0
2025-01-22,72,10,0,119.49,0,0
2025-01-22,38,18,5,122.01,0,0
2025-01-23,62,8,7,139.43,0,1
2025-01-23,69,8,6,124.18,0,0
2025-01-23,10,3,2,47.61,0,0
2025-01-23,45,12,7,90.36,0,1
2025-01-23,19,32,6,120.97,0,0
2025-01-24,8,21,0,84.99,1,0
2025-01-24,53,22,6,83.06,0,0
2025-01-24,18,4,3,95.0,0,1
2025-01-24,19,35,2,106.84,0,0
2025-01-24,7,35,1,59.94,0,0
2025-01-25,7,5,6,28.14,0,1
2025-01-25,70,10,1,143.2,0,0
2025-01-25,58,18,2,133.36,0,0
2025-01-25,18,19,0,64.33,0,0
2025-01-25,72,3,5,197.49,0,0
2025-01-26,33,27,6,61.6,0,0
2025-01-26,46,35,4,137.56,0,0
2025-01-26,25,20,7,78.48,1,1
2025-01-26,36,13,2,157.37,0,0
2025-01-26,6,8,7,65.56,0,1
2025-01-27,18,2,5,70.93,1,0
2025-01-27,29,8,0,121.89,0,0
2025-01-27,32,1,7,85.01,0,0
2025-01-27,7,24,0,52.93,1,0
2025-01-27,11,19,7,73.99,0,1
2025-01-28,64,17,5,117.32,0,0
2025-01-28,3,0,1,98.95,0,1
2025-01-28,60,24,3,142.0,1,0
2025-01-28,9,19,7,37.03,0,1
2025-01-28,9,1,7,30.13,0,1
2025-02-01,38,34,0,68.87,0,0
2025-02-01,1,35,5,112.06,0,0
2025-02-01,14,23,4,32.3,0,0
2025-02-01,40,25,7,79.97,0,0
2025-02-01,3,34,5,58.07,0,1
2025-02-02,37,10,5,64.04,0,0
2025-02-02,61,8,4,148.43,1,0
2025-02-02,22,13,5,127.83,0,1
2025-02-02,42,27,0,87.55,1,0
2025-02-02,4,15,7,29.24,0,1
2025-02-03,4,18,2,64.89,0,1
2025-02-03,26,28,7,86.48,0,0
2025-02-03,25,2,5,90.07,0,0
2025-02-03,65,35,7,106.96,0,0
2025-02-03,22,21,0,90.82,0,0
2025-02-04,21,9,3,121.5,0,1
2025-02-04,31,35,2,131.51,0,0
2025-02-04,19,16,2,84.67,0,0
2025-02-04,18,23,0,100.25,0,0
2025-02-04,0,35,0,54.92,0,0
2025-02-05,54,20,4,143.51,0,0
2025-02-05,51,35,5,126.67,0,0
2025-02-05,38,31,6,77.03,0,0
2025-02-05,18,31,1,116.27,0,0
2025-02-05,47,24,5,136.76,0,0
2025-02-06,7,16,4,103.97,0,0
2025-02-06,52,16,6,104.04,0,1
2025-02-06,11,29,6,89.02,1,0
2025-02-06,1,0,2,60.19,0,1
2025-02-06,71,5,0,141.85,0,0
2025-02-07,0,16,6,57.04,0,1
2025-02-07,43,17,5,103.29,0,1
2025-02-07,0,14,2,52.55,0,0
2025-02-07,28,10,5,95.43,0,0
2025-02-07,55,0,3,128.34,0,0
2025-02-08,11,17,5,120.11,0,0
2025-02-08,26,24,1,84.92,0,0
2025-02-08,8,7,4,118.28,0,1
2025-02-08,55,10,7,74.15,0,0
2025-02-08,52,10,7,102.9,0,1
2025-02-09,9,11,1,67.96,0,0
2025-02-09,26,20,7,77.47,0,1
2025-02-09,4,8,3,28.46,1,1
2025-02-09,25,21,5,113.72,0,0
2025-02-09,38,32,2,105.52,0,0
2025-02-10,65,23,4,95.06,0,0
2025-02-10,28,2,1,94.83,0,0
2025-02-10,42,12,3,148.5,0,0
2025-02-10,70,32,6,122.28,0,0
2025-02-10,38,17,2,155.98,0,0
2025-02-11,62,6,5,176.08,0,0
2025-02-11,46,34,3,128.14,1,0
2025-02-11,30,11,5,137.04,0,0
2025-02-11,24,32,1,79.83,0,0
2025-02-11,11,1,5,111.25,0,1
2025-02-12,65,0,1,134.91,1,0
2025-02-12,2,32,3,55.19,0,0
2025-02-12,44,29,4,105.98,0,0
2025-02-12,43,7,2,134.94,0,1
2025-02-12,45,1,2,147.41,0,0
2025-02-13,19,28,4,72.62,0,0
2025-02-13,25,14,7,92.28,0,1
2025-02-13,36,22,7,122.9,0,1
2025-02-13,67,23,3,141.55,1,0
2025-02-13,10,32,2,103.08,0,1
2025-02-14,35,9,3,118.95,1,1
2025-02-14,37,26,7,112.06,0,1
2025-02-14,31,12,7,66.08,1,0
2025-02-14,68,32,6,185.64,0,0
2025-02-14,22,19,6,54.89,0,0
2025-02-15,70,15,2,162.78,0,0
2025-02-15,45,32,5,136.78,0,0
2025-02-15,17,17,7,55.43,0,0
2025-02-15,71,18,7,141.93,0,0
2025-02-15,54,14,1,98.57,0,0
2025-02-16,57,10,7,123.55,0,1
2025-02-16,46,22,5,93.53,0,0
2025-02-16,41,24,5,121.55,0,0
2025-02-16,33,14,7,81.5,0,1
2025-02-16,21,6,0,70.54,0,0
2025-02-17,9,27,3,83.88,0,0
2025-02-17,33,23,5,76.31,1,0
2025-02-17,7,21,1,72.35,0,0
2025-02-17,65,18,4,117.64,0,0
2025-02-17,20,17,1,78.36,0,0
2025-02-18,49,8,3,137.74,0,0
2025-02-18,33,20,5,96.57,0,0
2025-02-18,43,13,2,105.9,0,0
2025-02-18,64,30,5,107.11,0,0
2025-02-18,39,33,4,81.68,0,0
2025-02-19,10,18,4,71.25,0,1
2025-02-19,44,27,6,129.74,0,0
2025-02-19,48,14,6,75.61,1,1
2025-02-19,44,27,3,87.86,0,0
2025-02-19,6,23,2,71.41,0,0
2025-02-20,42,1,0,103.31,0,0
2025-02-20,72,30,6,155.85,0,0
2025-02-20,31,35,1,125.65,0,0
2025-02-20,62,9,4,138.38,0,0
2025-02-20,3,6,3,54.13,0,1
2025-02-21,22,32,1,113.58,0,1
2025-02-21,44,15,0,91.16,0,0
2025-02-21,50,30,5,170.74,0,0
2025-02-21,34,35,5,124.86,0,0
2025-02-21,25,11,5,64.93,0,0
2025-02-22,33,13,1,110.26,0,0
2025-02-22,67,31,2,158.53,0,0
2025-02-22,53,24,4,103.32,0,0
2025-02-22,69,25,2,137.09,0,0
2025-02-22,23,15,6,4.29,0,0
2025-02-23,40,5,6,61.6,0,0
2025-02-23,29,5,6,89.27,0,1
2025-02-23,1,0,1,84.95,0,1
2025-02-23,19,3,2,49.01,0,1
2025-02-23,21,9,3,59.88,0,0
2025-02-24,42,4,4,65.17,0,0
2025-02-24,28,29,2,70.58,0,0
2025-02-24,50,7,4,129.42,0,0
2025-02-24,37,21,4,117.68,0,0
2025-02-24,3,35,0,83.71,0,0
2025-02-25,41,28,2,96.23,0,0
2025-02-25,38,11,4,78.41,0,0
2025-02-25,18,28,1,110.22,1,0
2025-02-25,4,6,6,99.69,0,1
2025-02-25,35,31,6,49.51,0,0
2025-02-26,63,24,3,194.69,0,0
2025-02-26,45,6,3,118.39,0,0
2025-02-26,18,24,2,88.74,0,0
2025-02-26,9,20,1,27.32,0,1
2025-02-26,60,35,2,194.18,1,0
2025-02-27,35,1,7,153.21,1,0
2025-02-27,30,12,0,68.34,0,0
2025-02-27,33,7,4,127.6,0,0
2025-02-27,70,18,1,136.03,0,0
2025-02-27,46,29,3,172.5,0,0
2025-02-28,20,18,2,63.19,0,0
2025-02-28,21,23,2,118.63,0,1
2025-02-28,39,24,7,118.05,0,0
2025-02-28,17,18,7,73.13,0,0
2025-02-28,47,13,5,97.9,0,0
2025-03-01,57,21,4,134.91,0,0
2025-03-01,16,3,1,84.32,0,0
2025-03-01,36,32,6,104.79,0,0
2025-03-01,3,6,5,0,1,1
2025-03-01,42,28,4,93.95,0,0
2025-03-02,34,7,0,149.89,1,0
2025-03-02,66,0,2,173.81,0,0
2025-03-02,44,19,5,119.07,0,0
2025-03-02,4,7,3,41.55,0,1
2025-03-02,0,22,3,64.48,1,1
2025-03-03,58,21,6,101.02,1,0
2025-03-03,29,11,7,66.37,0,0
2025-03-03,4,10,2,43.52,1,0
2025-03-03,19,20,1,72.58,0,0
2025-03-03,30,34,7,123.92,0,0
2025-03-04,65,18,1,134.87,0,0
2025-03-04,46,6,0,100.35,0,0
2025-03-04,17,19,7,113.32,1,0
2025-03-04,29,1,3,85.14,1,1
2025-03-04,43,13,0,101.23,1,0
2025-03-05,53,34,4,118.34,0,0
2025-03-05,57,28,6,124.36,0,0
2025-03-05,16,15,6,78.17,0,1
2025-03-05,59,8,4,165.58,0,0
2025-03-05,36,20,5,102.05,0,1
2025-03-06,33,34,5,116.54,0,0
2025-03-06,63,16,2,146.92,0,0
2025-03-06,46,22,5,123.34,0,0
2025-03-06,61,4,1,128.54,0,0
2025-03-06,39,20,6,141.29,0,0
